image,dist
COVID-551.png_1.png,0.8583883798341723
Normal-4457.png_1.png,0.2443826429836581
COVID-3271.png_2.png,0.5326417721311402
Normal-4688.png_1.png,0.4208040434197877
COVID-285.png_2.png,0.5326294240861519
Normal-1348.png_2.png,0.25644468615891275
Normal-850.png_1.png,0.40773988422847096
Normal-6441.png_2.png,0.4749259861044714
COVID-1080.png_1.png,0.7015717355071116
COVID-279.png_2.png,0.672953473927421
Normal-5183.png_2.png,0.39714129032905693
Normal-8880.png_1.png,0.46330906161738156
Normal-7010.png_1.png,0.4181563062247905
COVID-2104.png_1.png,0.6114556443096922
Normal-8975.png_1.png,0.39740138934623553
Normal-4594.png_1.png,0.46736337442298104
COVID-1636.png_1.png,0.5376647265950648
COVID-52.png_1.png,0.6648072058119622
Normal-7535.png_2.png,0.49683847692004923
COVID-785.png_1.png,0.7614000571586765
COVID-1776.png_1.png,0.49115323010763406
Normal-1902.png_2.png,0.2779617765523206
COVID-3308.png_1.png,0.540707810531995
Normal-1200.png_2.png,0.45257283320054975
COVID-751.png_1.png,0.6998674667550694
Normal-8028.png_2.png,0.33619258200000957
Normal-5883.png_2.png,0.46633966005755256
COVID-1749.png_2.png,0.6734166544729149
Normal-4393.png_1.png,0.3211137008490578
Normal-6399.png_2.png,0.3637290101756791
Normal-8413.png_1.png,0.4234998770483691
COVID-1614.png_2.png,0.6577506562430653
Normal-1833.png_2.png,0.4819668601731725
Normal-5273.png_2.png,0.44957930705870675
COVID-1246.png_2.png,0.4981977318170901
Normal-1222.png_2.png,0.46735654418113465
COVID-1666.png_1.png,0.6492071400626007
Normal-9281.png_1.png,0.37992738501764517
COVID-1554.png_1.png,0.5349321829619583
COVID-1140.png_2.png,0.5341102869103637
Normal-7276.png_2.png,0.4419807441901477
Normal-8386.png_1.png,0.365040894229704
Normal-8553.png_2.png,0.31910593792250364
Normal-1144.png_1.png,0.4673618636241173
Normal-1449.png_1.png,0.3585390938552596
COVID-2204.png_1.png,0.6621295035632994
COVID-2422.png_2.png,0.5131550077400642
Normal-4635.png_2.png,0.3298832563211875
Normal-9882.png_1.png,0.44234502594109104
Normal-1852.png_2.png,0.28546082351841534
COVID-1504.png_2.png,0.6465612060041495
Normal-4216.png_1.png,0.40542282542381053
Normal-1635.png_2.png,0.4673816905834965
COVID-1426.png_1.png,0.5230434122688955
Normal-10135.png_2.png,0.4673771749163204
Normal-5988.png_2.png,0.31760559172228775
COVID-2649.png_1.png,0.5326360189024496
Normal-2435.png_2.png,0.463172336823053
COVID-504.png_2.png,0.5326238265335541
COVID-2058.png_2.png,0.5846241141829308
Normal-3814.png_2.png,0.34124650653842464
COVID-2942.png_1.png,0.5326239666815082
Normal-10190.png_2.png,0.4140512750126815
COVID-201.png_1.png,0.5567795170359792
Normal-2946.png_1.png,0.4673602952317526
COVID-2844.png_1.png,0.5326258474461495
COVID-1746.png_2.png,0.6050241162676724
COVID-1201.png_1.png,0.6444097415516455
COVID-955.png_2.png,0.5547782727346804
COVID-1679.png_2.png,0.6070492617602643
Normal-8871.png_1.png,0.4132522203283068
Normal-9742.png_2.png,0.5508172944156302
Normal-6202.png_1.png,0.4673665303735045
Normal-4780.png_1.png,0.35364969837500804
Normal-7384.png_2.png,0.20120418617492258
COVID-3581.png_2.png,0.6342719302806149
COVID-705.png_1.png,0.6810402249643591
Normal-1699.png_2.png,0.4134917264105285
Normal-6600.png_2.png,0.4576127163598304
COVID-1952.png_1.png,0.6620760604820936
COVID-1497.png_1.png,0.6842225139690192
COVID-2616.png_1.png,0.5829370770989816
Normal-585.png_2.png,0.4073647304960376
COVID-2991.png_1.png,0.6490217098393272
Normal-2675.png_1.png,0.42789897509546515
Normal-4686.png_2.png,0.3709056827666193
Normal-2399.png_1.png,0.3537932023342456
COVID-1368.png_2.png,0.6490278321183253
Normal-9619.png_2.png,0.46736253639278125
Normal-6102.png_2.png,0.3845776362757948
COVID-2220.png_2.png,0.6229569853078456
Normal-3047.png_2.png,0.45280124198448796
Normal-8244.png_2.png,0.47671447567279845
COVID-1722.png_2.png,0.7344625822191918
COVID-750.png_1.png,0.6808215637934617
Normal-8642.png_2.png,0.34752656632649626
COVID-1911.png_2.png,0.6230320258509247
COVID-1821.png_2.png,0.5689020957664724
Normal-3607.png_2.png,0.3624797966443585
Normal-10062.png_2.png,0.3366964670756278
Normal-8539.png_2.png,0.26032714154973696
Normal-5945.png_1.png,0.40766847256071137
Normal-4304.png_1.png,0.46191634706027956
COVID-1601.png_1.png,0.532630134360662
COVID-478.png_2.png,0.6225602474005137
Normal-8492.png_1.png,0.46549454393962464
COVID-147.png_1.png,0.5534629398854077
Normal-7873.png_1.png,0.437270403576986
Normal-995.png_1.png,0.4105542363435513
COVID-2155.png_2.png,0.6314792895468828
COVID-3500.png_1.png,0.5326405485718306
Normal-8139.png_2.png,0.5472811565007147
Normal-3512.png_1.png,0.46737621950669567
Normal-10187.png_1.png,0.501313470647627
COVID-1063.png_1.png,0.713816753292901
COVID-804.png_2.png,0.665605224483264
COVID-2944.png_2.png,0.5594981724344877
Normal-7689.png_2.png,0.4700386067390283
Normal-9682.png_1.png,0.27950907370818445
COVID-2138.png_2.png,0.6774889043057853
COVID-2058.png_1.png,0.6660400866008178
Normal-6951.png_2.png,0.12538902554556614
COVID-1881.png_2.png,0.5976830436703797
Normal-2476.png_2.png,0.37715582948543447
COVID-304.png_1.png,0.6830555844875559
COVID-2084.png_1.png,0.6358735343080564
COVID-978.png_2.png,0.6479651686472871
Normal-2427.png_1.png,0.4406256881302617
Normal-2011.png_2.png,0.46737336811010305
COVID-3210.png_1.png,0.5459711924597102
Normal-9784.png_2.png,0.28237578313045975
Normal-1425.png_2.png,0.46737383743956185
Normal-10020.png_2.png,0.3848840829889408
COVID-27.png_2.png,0.5869019514967588
COVID-3189.png_1.png,0.6093567198953823
Normal-1477.png_1.png,0.46736166775767135
COVID-2569.png_2.png,0.566737884857457
COVID-1905.png_2.png,0.5514558430019101
COVID-1812.png_1.png,0.5397933777714629
Normal-7537.png_1.png,0.36763302628520417
Normal-7494.png_2.png,0.4673591988628153
COVID-1821.png_1.png,0.5412822339781158
COVID-2046.png_2.png,0.5326442984560059
Normal-6924.png_2.png,0.21181372282898628
Normal-5127.png_2.png,0.4480560241384326
COVID-954.png_1.png,0.5326210504538402
COVID-306.png_2.png,0.6830306040922441
Normal-3780.png_2.png,0.3920164126508574
Normal-8712.png_2.png,0.31397358304364337
Normal-4298.png_2.png,0.4673729253372565
COVID-3260.png_1.png,0.5326263824989148
COVID-3522.png_1.png,0.5326212085377501
COVID-2852.png_1.png,0.6343328634489506
COVID-3394.png_1.png,0.7005367236639255
COVID-536.png_2.png,0.5326383669633842
COVID-2070.png_1.png,0.6419978212501807
Normal-4092.png_2.png,0.46453200436540765
COVID-480.png_1.png,0.6686756000683489
Normal-9322.png_2.png,0.33881533001894176
COVID-485.png_2.png,0.6231852499384651
Normal-1880.png_2.png,0.4673700106425503
Normal-5536.png_1.png,0.3113960525472899
COVID-3334.png_2.png,0.5898048706820045
COVID-1954.png_2.png,0.5326445179283531
COVID-3008.png_2.png,0.6303922369981467
Normal-1406.png_1.png,0.3897671110516929
Normal-9184.png_2.png,0.46085439265574696
Normal-2267.png_1.png,0.46737480099837836
Normal-5446.png_1.png,0.46736085135256145
COVID-664.png_1.png,0.5571757446195953
Normal-9046.png_1.png,0.3669876193320455
Normal-7413.png_1.png,0.43411246090146555
COVID-305.png_2.png,0.6919907019536378
Normal-1836.png_1.png,0.46737647964122997
Normal-2431.png_1.png,0.3881116307939384
Normal-5418.png_2.png,0.4506701352830548
Normal-819.png_1.png,0.3940870031168722
Normal-1323.png_1.png,0.4673752764155479
COVID-2013.png_2.png,0.8093441682580412
Normal-1500.png_2.png,0.4673594775228611
Normal-9797.png_1.png,0.4223652179938256
Normal-10119.png_2.png,0.2910602100820253
COVID-431.png_1.png,0.532638571673261
Normal-8388.png_1.png,0.26117188367678396
COVID-1581.png_2.png,0.7713285832491575
COVID-1567.png_1.png,0.6060142109319298
Normal-7927.png_2.png,0.46832017773332446
Normal-3625.png_1.png,0.30395638688486587
Normal-7761.png_1.png,0.27386470693756637
Normal-9750.png_2.png,0.35341563347836374
Normal-5084.png_1.png,0.339511490100309
COVID-1997.png_1.png,0.6923465233664817
Normal-392.png_1.png,0.3903932197882081
Normal-8579.png_2.png,0.46737913557725985
COVID-2738.png_2.png,0.5326400787265263
COVID-695.png_2.png,0.5326276129449843
Normal-2686.png_1.png,0.40221616713433606
COVID-2241.png_1.png,0.7709069485165516
Normal-7359.png_1.png,0.4639370555440473
COVID-618.png_2.png,0.5326361439597669
COVID-13.png_1.png,0.39011424815792534
COVID-3436.png_2.png,0.5326421615762762
Normal-1777.png_2.png,0.4023268254269453
COVID-2887.png_2.png,0.5536491600844599
Normal-1507.png_1.png,0.4673753264480528
COVID-2513.png_2.png,0.5766204998787919
COVID-1195.png_2.png,0.5326338125918054
Normal-9399.png_2.png,0.420020164086665
COVID-2708.png_1.png,0.7702711558387209
Normal-2862.png_1.png,0.42917233865716226
Normal-8057.png_1.png,0.3885178984627903
COVID-627.png_1.png,0.6384583689599808
COVID-3561.png_2.png,0.6477865545455799
Normal-3614.png_1.png,0.40165965912289625
Normal-1085.png_2.png,0.32103966451989957
Normal-2640.png_1.png,0.46736251641957627
Normal-2469.png_1.png,0.46153787875156554
COVID-3300.png_2.png,0.5326298829895704
COVID-81.png_2.png,0.6591192125104538
COVID-2113.png_1.png,0.5609656009251425
Normal-9498.png_2.png,0.35417279913370375
COVID-1573.png_2.png,0.7605440859685191
Normal-1488.png_2.png,0.31703215919452393
COVID-2576.png_1.png,0.5304236661750421
Normal-7135.png_1.png,0.44614883275286943
Normal-4571.png_2.png,0.4183420853365351
COVID-1307.png_1.png,0.5939143960601564
COVID-1018.png_1.png,0.5320503627328178
COVID-2377.png_2.png,0.6427761919335665
COVID-1075.png_2.png,0.6012349552579407
Normal-9679.png_1.png,0.36439720279469234
COVID-1109.png_2.png,0.8443627941132175
COVID-1493.png_1.png,0.5651374797303215
Normal-3973.png_2.png,0.19373752014697934
Normal-7372.png_2.png,0.4367506805036897
Normal-2427.png_2.png,0.39617549046603356
COVID-3426.png_2.png,0.522970118359301
Normal-8877.png_1.png,0.5439289794029958
Normal-577.png_2.png,0.3895056198589759
Normal-2812.png_1.png,0.46737497437987596
COVID-1408.png_1.png,0.5326237203478505
Normal-9798.png_2.png,0.4088556479948197
Normal-4368.png_1.png,0.3392112737409208
Normal-2215.png_1.png,0.3607309210624711
Normal-93.png_1.png,0.38578511876767835
COVID-1399.png_1.png,0.7408887310280451
Normal-1743.png_1.png,0.4673593071380308
Normal-253.png_2.png,0.3593739409083867
Normal-1081.png_1.png,0.46736399541254103
Normal-4691.png_1.png,0.3141783628144562
COVID-1648.png_2.png,0.6714345354593727
Normal-5716.png_2.png,0.46736897487107165
Normal-213.png_2.png,0.38149076763593515
COVID-2418.png_1.png,0.767607534512198
Normal-1084.png_1.png,0.18499919829976738
COVID-2721.png_1.png,0.6918490551165698
COVID-1400.png_1.png,0.57555463079148
COVID-400.png_2.png,0.584454811332155
Normal-3816.png_2.png,0.2964908954848675
Normal-7759.png_2.png,0.4511928699531705
Normal-6366.png_2.png,0.2923752688654692
Normal-8149.png_2.png,0.3432991984603322
Normal-4941.png_2.png,0.4703690283702175
Normal-7793.png_1.png,0.36629819176876627
Normal-9488.png_1.png,0.47586901285787386
Normal-5637.png_2.png,0.356254253812454
Normal-7509.png_1.png,0.4012385247928294
Normal-1751.png_2.png,0.5428371609097431
COVID-3109.png_1.png,0.8152385838169202
Normal-3300.png_1.png,0.3917800241194938
Normal-6009.png_1.png,0.4563571267109546
COVID-1569.png_1.png,0.8767210128753298
Normal-7294.png_1.png,0.414382930672568
COVID-2492.png_1.png,0.5326351223834753
Normal-7757.png_2.png,0.38061318871401856
Normal-8440.png_2.png,0.3608793381262607
Normal-8970.png_2.png,0.46675715971224785
Normal-10046.png_2.png,0.47618180430885243
COVID-33.png_1.png,0.5453381030988331
COVID-1659.png_1.png,0.6503790960176559
COVID-68.png_1.png,0.5326425843464252
Normal-6203.png_1.png,0.3392431483410519
Normal-3817.png_1.png,0.46737511611706495
COVID-45.png_1.png,0.708960595693902
Normal-9570.png_2.png,0.45509036775487527
COVID-1822.png_2.png,0.5326392165537397
COVID-513.png_2.png,0.6841549692909467
COVID-393.png_1.png,0.7849192124107066
Normal-7104.png_2.png,0.3638622328342398
COVID-482.png_1.png,0.6827550336003462
COVID-3568.png_1.png,0.6345800599864191
COVID-1193.png_1.png,0.48088246814070496
Normal-10047.png_2.png,0.46737656092990054
Normal-1094.png_2.png,0.3994674989027821
Normal-4131.png_2.png,0.2541979877884957
COVID-2641.png_2.png,0.5888761027320275
Normal-8757.png_2.png,0.380313591974917
COVID-413.png_1.png,0.6021146115207594
COVID-1202.png_1.png,0.5812395270657388
COVID-1768.png_1.png,0.53262650455913
COVID-3025.png_2.png,0.713086039106803
COVID-1170.png_2.png,0.7263881860740292
COVID-2597.png_1.png,0.5791476918677643
COVID-435.png_1.png,0.675692009240738
Normal-1158.png_1.png,0.22964442445365005
COVID-428.png_2.png,0.6705909452283203
COVID-2837.png_2.png,0.5587609332878736
Normal-10033.png_1.png,0.3389369820541879
COVID-2186.png_2.png,0.532622779375046
COVID-677.png_1.png,0.5752224104173904
Normal-8571.png_1.png,0.46736394747679033
COVID-2651.png_2.png,0.5285855924942185
COVID-1571.png_1.png,0.5674822420571545
Normal-3248.png_1.png,0.3581398747107469
Normal-6619.png_1.png,0.39736009120020194
Normal-2183.png_1.png,0.35708509925885
Normal-1824.png_1.png,0.35941762999132637
COVID-85.png_2.png,0.5446128011505865
Normal-6380.png_2.png,0.3747592986410762
